dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Ham,0.7333333333333333,0.8476190476190476,0.819047619047619,0.8380952380952381,0.8285714285714286,0.9047619047619048,0.8095238095238095,0.8476190476190476,0.8476190476190476,0.8666666666666667,0.8857142857142857,0.819047619047619,0.8666666666666667,0.8952380952380953,0.8571428571428571,0.8476190476190476,0.8476190476190476,0.8761904761904762,0.8571428571428571,0.819047619047619,0.8857142857142857,0.8476190476190476,0.8285714285714286,0.8571428571428571,0.8571428571428571,0.9238095238095239,0.8571428571428571,0.8571428571428571,0.8952380952380953,0.7619047619047619
HandOutlines,0.9378378378378378,0.9513513513513514,0.9459459459459459,0.9432432432432433,0.9405405405405406,0.9540540540540541,0.9405405405405406,0.9783783783783784,0.9459459459459459,0.9486486486486486,0.9297297297297298,0.9486486486486486,0.927027027027027,0.9513513513513514,0.9297297297297298,0.9432432432432433,0.9405405405405406,0.9243243243243243,0.9378378378378378,0.9405405405405406,0.9351351351351351,0.9513513513513514,0.9324324324324325,0.9324324324324325,0.9324324324324325,0.9297297297297298,0.9432432432432433,0.918918918918919,0.9378378378378378,0.9540540540540541
Haptics,0.5714285714285714,0.5357142857142857,0.5454545454545454,0.5097402597402597,0.5324675324675324,0.4902597402597403,0.4967532467532468,0.551948051948052,0.5551948051948052,0.5487012987012987,0.5097402597402597,0.5941558441558441,0.5194805194805194,0.4675324675324675,0.5324675324675324,0.5422077922077922,0.5324675324675324,0.5681818181818182,0.5292207792207793,0.5584415584415584,0.5194805194805194,0.5064935064935064,0.4902597402597403,0.5292207792207793,0.5811688311688312,0.5454545454545454,0.5487012987012987,0.5032467532467533,0.5292207792207793,0.551948051948052
Herring,0.75,0.640625,0.640625,0.59375,0.59375,0.578125,0.59375,0.578125,0.609375,0.671875,0.671875,0.671875,0.546875,0.5625,0.578125,0.625,0.640625,0.625,0.5625,0.578125,0.609375,0.609375,0.609375,0.53125,0.59375,0.625,0.578125,0.515625,0.625,0.59375
HouseTwenty,0.9663865546218487,0.9831932773109243,0.957983193277311,0.9747899159663865,0.957983193277311,0.9663865546218487,0.957983193277311,0.9747899159663865,0.9663865546218487,0.9243697478991597,0.9747899159663865,0.957983193277311,0.9747899159663865,0.9747899159663865,0.9663865546218487,0.957983193277311,0.9327731092436975,0.9831932773109243,0.9831932773109243,0.9495798319327731,0.9747899159663865,0.9915966386554622,0.957983193277311,0.9747899159663865,0.9747899159663865,0.9915966386554622,0.9915966386554622,0.9663865546218487,0.9495798319327731,0.907563025210084
InlineSkate,0.5109090909090909,0.49454545454545457,0.49454545454545457,0.5363636363636364,0.5218181818181818,0.4909090909090909,0.5127272727272727,0.4618181818181818,0.5527272727272727,0.4109090909090909,0.52,0.5236363636363637,0.4818181818181818,0.5,0.4781818181818182,0.4890909090909091,0.5127272727272727,0.5218181818181818,0.5345454545454545,0.4763636363636364,0.509090909090909,0.5036363636363637,0.46545454545454545,0.5236363636363637,0.4909090909090909,0.5109090909090909,0.48727272727272725,0.52,0.5218181818181818,0.5381818181818182
InsectEPGRegularTrain,1.0,1.0,1.0,1.0,1.0,0.9879518072289156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGSmallTrain,0.9919678714859438,0.9799196787148594,1.0,1.0,1.0,0.9839357429718876,0.9959839357429718,0.9919678714859438,0.9919678714859438,0.9919678714859438,0.963855421686747,0.9799196787148594,0.9678714859437751,0.9839357429718876,1.0,1.0,1.0,0.9959839357429718,1.0,0.9879518072289156,0.9959839357429718,0.9959839357429718,0.9879518072289156,0.9959839357429718,0.9718875502008032,0.9959839357429718,1.0,0.9959839357429718,1.0,0.9879518072289156
InsectWingbeatSound,0.6712121212121213,0.6772727272727272,0.657070707070707,0.6732323232323232,0.6702020202020202,0.6646464646464646,0.6626262626262627,0.6585858585858586,0.6651515151515152,0.6590909090909091,0.6272727272727273,0.6621212121212121,0.6782828282828283,0.6878787878787879,0.6656565656565656,0.6555555555555556,0.6388888888888888,0.6545454545454545,0.6530303030303031,0.656060606060606,0.6414141414141414,0.6515151515151515,0.6474747474747474,0.6712121212121213,0.6666666666666666,0.6540404040404041,0.652020202020202,0.6621212121212121,0.6727272727272727,0.6666666666666666
ItalyPowerDemand,0.967930029154519,0.9358600583090378,0.9630709426627794,0.9659863945578231,0.9630709426627794,0.9718172983479106,0.9640427599611273,0.9737609329446064,0.9436345966958212,0.9640427599611273,0.9620991253644315,0.9572400388726919,0.9708454810495627,0.9650145772594753,0.9611273080660836,0.9708454810495627,0.9475218658892128,0.9640427599611273,0.966958211856171,0.967930029154519,0.9640427599611273,0.9640427599611273,0.9601554907677357,0.9689018464528668,0.966958211856171,0.967930029154519,0.9708454810495627,0.9620991253644315,0.9611273080660836,0.967930029154519
