dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ChlorineConcentration,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,GMP_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_DIFF,MIPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,PPV_MIX,MIPV_DIFF,PPV_MIX,GMP_DIFF,PPV_MIX,GMP_DIFF
CinCECGTorso,MIPV_DIFF,PPV_MIX,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,PPV_MIX,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV,PPV_MIX,MIPV_DIFF,MIPV,MIPV_MIX,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF,MIPV_DIFF
Coffee,PPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV_MIX,GMP,PPV,PPV
Computers,PPV_DIFF,PPV_MIX,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,MPV_MIX,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,MPV_DIFF,PPV_DIFF,PPV_DIFF,LSPV_MIX,PPV_DIFF,PPV_DIFF,PPV_MIX,PPV_DIFF,PPV_DIFF
CricketX,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV_MIX,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV_MIX,PPV,PPV
CricketY,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV,MPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV
CricketZ,PPV,PPV_MIX,PPV,PPV_MIX,PPV,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,MPV,MPV,PPV,MPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV
Crop,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV,MPV,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,MPV,MPV,PPV_MIX,MPV,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV,PPV
DiatomSizeReduction,PPV_MIX,PPV_MIX,GMP,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,MIPV,GMP,PPV_MIX,PPV,PPV,GMP,PPV_MIX,GMP_DIFF,GMP,PPV,PPV_MIX,MIPV,GMP,PPV,MIPV,GMP,PPV_MIX,GMP_MIX,PPV_MIX,PPV_MIX,PPV_MIX
DistalPhalanxOutlineAgeGroup,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
DistalPhalanxOutlineCorrect,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
DistalPhalanxTW,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
Earthquakes,PPV_MIX,PPV_MIX,LSPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
ECG200,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,MPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,GMP,PPV_MIX,PPV_MIX,PPV,PPV,PPV,PPV,PPV_MIX,PPV_MIX
ECG5000,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV,PPV_MIX,PPV_MIX,GMP_MIX,PPV_MIX,PPV_MIX,MPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,GMP_MIX,PPV_MIX,PPV_MIX,GMP_MIX,PPV_MIX
ECGFiveDays,GMP,GMP,PPV_MIX,PPV_MIX,PPV_MIX,GMP,PPV,PPV,GMP,PPV_MIX,GMP,PPV,PPV_MIX,PPV,PPV,GMP,PPV_MIX,PPV_MIX,GMP,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,GMP,GMP
ElectricDevices,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
EOGHorizontalSignal,PPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,MPV,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,PPV_MIX,MPV_MIX,PPV_MIX,MPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,LSPV_MIX,MPV_MIX,MPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX
EOGVerticalSignal,PPV,MPV_MIX,MPV_MIX,PPV_MIX,MPV,PPV_MIX,MPV_MIX,PPV_MIX,MPV_MIX,LSPV,PPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV,MPV,MPV_MIX,MPV_MIX,PPV_MIX,MPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,MPV,MPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX
EthanolLevel,LSPV,LSPV,LSPV,LSPV,LSPV,LSPV,LSPV,LSPV,LSPV,MIPV_MIX,LSPV,LSPV,MIPV,LSPV,LSPV,LSPV,LSPV,MIPV,LSPV,LSPV,LSPV,MIPV,LSPV,LSPV,MIPV_MIX,LSPV,LSPV,LSPV,MIPV,LSPV
FaceAll,PPV,PPV,PPV,MIPV,PPV,MIPV,PPV_MIX,PPV,MIPV,PPV_MIX,PPV,MIPV,PPV,MIPV,PPV,MIPV,PPV,PPV_MIX,PPV,PPV,PPV_MIX,MIPV,PPV_MIX,PPV,PPV_MIX,MIPV,PPV,PPV,PPV,MIPV
FaceFour,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,LSPV,PPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV,PPV,MIPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV,PPV
FacesUCR,PPV,MIPV,MIPV,PPV_MIX,PPV,MIPV,PPV,PPV,MIPV_MIX,PPV,PPV,PPV,PPV,MIPV,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV,MIPV,MIPV,MIPV,PPV,MIPV,PPV,PPV,PPV,PPV,PPV_MIX
FiftyWords,PPV,PPV,PPV,PPV_MIX,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,MIPV_MIX,PPV,PPV,PPV,MIPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV,PPV_MIX,PPV
Fish,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_DIFF,PPV_DIFF,MPV_MIX,PPV_DIFF,MPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,PPV_MIX,PPV_MIX
FordA,LSPV_DIFF,LSPV_DIFF,PPV_MIX,LSPV_DIFF,LSPV_DIFF,LSPV_DIFF,PPV_MIX,LSPV_DIFF,PPV_MIX,PPV_MIX,LSPV_DIFF,PPV_MIX,LSPV_MIX,PPV_MIX,LSPV_MIX,LSPV_DIFF,LSPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,LSPV_DIFF,LSPV_DIFF,LSPV_MIX,LSPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_DIFF
FordB,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_DIFF,PPV_MIX,LSPV_MIX,PPV_DIFF,LSPV_DIFF,PPV_MIX,LSPV_MIX,LSPV_MIX,PPV_MIX,PPV_MIX,LSPV_DIFF,LSPV_DIFF,PPV_MIX,PPV_MIX,LSPV_DIFF,LSPV_DIFF,PPV_MIX,LSPV_DIFF,LSPV_DIFF,LSPV_MIX,PPV_MIX,LSPV_MIX,PPV_MIX,PPV_MIX,LSPV_DIFF,PPV_MIX,PPV_MIX
FreezerRegularTrain,PPV_MIX,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV,MPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV_MIX,PPV,PPV,PPV_MIX,PPV
FreezerSmallTrain,PPV,PPV_MIX,PPV,PPV,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV,LSPV,MPV,PPV,LSPV,PPV_MIX,PPV_MIX,LSPV,PPV_MIX,PPV,PPV_MIX,PPV,LSPV,PPV,PPV,PPV,PPV
GunPointAgeSpan,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,PPV_MIX,PPV,PPV,LSPV_MIX,LSPV,LSPV,LSPV_MIX,MPV,PPV_MIX,PPV_MIX,PPV_MIX,LSPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,LSPV_DIFF,LSPV_MIX,LSPV,LSPV,MPV
GunPoint,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,LSPV_DIFF,MPV_DIFF,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_MIX,PPV,GMP,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX
GunPointMaleVersusFemale,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV_MIX,PPV
GunPointOldVersusYoung,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV
Ham,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,GMP,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
HandOutlines,MIPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
Haptics,PPV_MIX,PPV_MIX,LSPV,LSPV,LSPV,PPV_MIX,PPV_MIX,LSPV,PPV_MIX,LSPV,MPV,LSPV,PPV_MIX,PPV_MIX,LSPV,PPV_MIX,MPV,PPV_MIX,MPV,MPV,PPV_MIX,LSPV,PPV_MIX,MIPV,LSPV,LSPV,PPV_MIX,LSPV,LSPV,LSPV
Herring,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,MIPV,PPV_MIX,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,LSPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,PPV_MIX
HouseTwenty,PPV,MPV_DIFF,PPV_MIX,PPV,MPV,PPV_MIX,PPV,PPV,PPV_DIFF,MPV,PPV_DIFF,PPV_MIX,MPV,PPV_MIX,MPV_DIFF,MPV,PPV_MIX,MPV,MPV_DIFF,PPV_MIX,PPV,PPV_DIFF,PPV,MPV,PPV_MIX,PPV,PPV_MIX,PPV_DIFF,PPV_MIX,MPV
InlineSkate,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,GMP_MIX,GMP_MIX,GMP_MIX,PPV_MIX,MPV_MIX,GMP_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,MPV_DIFF,PPV_MIX,PPV_MIX
InsectEPGRegularTrain,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV
InsectEPGSmallTrain,PPV,PPV,PPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,PPV_MIX,PPV_MIX,PPV_MIX,LSPV,PPV,PPV,PPV_MIX,GMP,PPV_MIX,GMP,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX
InsectWingbeatSound,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,PPV_MIX,MIPV_MIX,PPV_MIX,MIPV,MIPV_DIFF,MIPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,PPV_MIX
ItalyPowerDemand,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV,PPV,PPV_MIX,MPV_DIFF,GMP_DIFF,MIPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,MIPV_DIFF,PPV_DIFF,PPV_MIX,MIPV_DIFF,PPV,MIPV,PPV_MIX,MIPV_MIX,MPV_DIFF,PPV_MIX
LargeKitchenAppliances,MPV_MIX,LSPV_MIX,LSPV_MIX,PPV_MIX,MPV_MIX,MPV,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV,LSPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,LSPV_MIX,MPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX,MPV_MIX
Lightning2,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
Lightning7,MPV,PPV_MIX,PPV_MIX,PPV,MPV,PPV_MIX,PPV_MIX,PPV,PPV,MPV,MPV,PPV_MIX,PPV_MIX,PPV,PPV_MIX,MPV,PPV_MIX,PPV,PPV_MIX,MPV,MPV,MPV,PPV,MPV_MIX,PPV_MIX,PPV,MPV_MIX,PPV_MIX,LSPV,PPV
Mallat,PPV_MIX,PPV_MIX,PPV,PPV_MIX,MPV_DIFF,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX,MPV_DIFF,PPV_MIX,PPV_MIX,PPV,MPV_DIFF,MPV,PPV_MIX,MPV_DIFF,MPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MPV_MIX
Meat,PPV,PPV,PPV,PPV,PPV_MIX,PPV,PPV,PPV,PPV,MPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,PPV,MPV,PPV,PPV,PPV,PPV,PPV
MedicalImages,PPV,PPV,MIPV,PPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV,PPV_MIX,MIPV,PPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV,PPV_MIX,PPV,PPV,PPV,PPV_MIX,MIPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV
MiddlePhalanxOutlineAgeGroup,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
MiddlePhalanxOutlineCorrect,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,MPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,MIPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
MiddlePhalanxTW,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX
MixedShapesRegularTrain,PPV_DIFF,LSPV_DIFF,PPV_MIX,MPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_DIFF,PPV_DIFF,LSPV_MIX,MPV_MIX,PPV_DIFF,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,LSPV_DIFF,LSPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_DIFF,PPV_DIFF
MixedShapesSmallTrain,PPV_MIX,LSPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,LSPV_MIX,PPV,PPV_MIX,PPV_MIX,PPV_MIX,PPV_DIFF,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,PPV_MIX,LSPV,PPV_MIX,PPV_MIX,PPV_MIX
