dataset,TIME_CREATION_FEATURES,TIME_PO_SELECTION,TIME_TRAIN_CLASSIFIER,TIME_TEST_CLASSIFIER
ACSF1,1.8573588132858276,3.3257084767023724,0.036231525739034015,0.007172544797261556
ChlorineConcentration,2.007780090967814,11.078483533859252,0.19002199172973633,0.16082294782002768
Computers,2.855699968338013,6.731216025352478,0.08555306593577067,0.010807442665100097
CricketX,2.332814105351766,9.13917822043101,0.12728259563446045,0.02392689387003581
CricketY,2.35204541683197,9.176251745223999,0.13120580514272054,0.025063165028889976
CricketZ,2.334847100575765,9.150366894404094,0.12269368171691894,0.022234384218851724
DistalPhalanxOutlineAgeGroup,1.03436066309611,9.17179057598114,0.13857226371765136,0.005059878031412761
DistalPhalanxOutlineCorrect,1.500862471262614,14.06105879942576,0.23741995493570964,0.009265542030334473
DistalPhalanxTW,1.0247684478759767,9.167203187942505,0.1291754166285197,0.006833783785502116
Earthquakes,3.3632635434468585,7.714956561724345,0.10450249512990316,0.004740436871846517
ECG200,0.35283489227294923,3.049275040626526,0.027973198890686037,0.00366519292195638
EOGHorizontalSignal,6.523188360532125,8.662492100397746,0.14333426157633464,0.030298201243082683
EOGVerticalSignal,6.635163680712382,8.640196625391642,0.13204472064971923,0.026897509892781574
EthanolLevel,11.215438644091288,12.264657131830852,0.1892269213994344,0.02277084986368815
FaceAll,1.9329164266586303,15.77625113328298,0.23788895606994628,0.08204107284545899
Fish,1.2282142559687297,5.007497588793437,0.05611248811086019,0.009267131487528482
FreezerRegularTrain,0.9771076440811157,4.116083765029908,0.03817164897918701,0.09082098801930745
GunPointAgeSpan,0.48061157067616783,3.746624954541524,0.03975509802500407,0.012278588612874348
GunPointMaleVersusFemale,0.476505700747172,3.7399658203125,0.035677011807759604,0.012058742841084798
GunPointOldVersusYoung,0.47225337028503417,3.7319897572199503,0.03808879057566325,0.012375307083129884
Ham,0.8145189921061198,3.065504876772563,0.03816409111022949,0.0051338434219360355
Haptics,2.294369435310364,4.670409250259399,0.05312563578287761,0.017425211270650227
InlineSkate,3.2538345019022623,3.2683946530024213,0.0396029790242513,0.044482119878133136
InsectWingbeatSound,1.013724112510681,6.578614465395609,0.08686784903208415,0.11343240737915039
LargeKitchenAppliances,3.379757118225098,8.688559778531392,0.1482869545618693,0.018195565541585287
MedicalImages,1.0402419169743855,8.964379024505615,0.12005765438079834,0.04327263832092285
MiddlePhalanxOutlineAgeGroup,1.0167296409606934,9.138152845700581,0.1246463934580485,0.0051419734954833984
MiddlePhalanxOutlineCorrect,1.4822386662165323,13.816372108459472,0.215021546681722,0.008840219179789225
MixedShapesRegularTrain,6.910186251004537,12.083174284299215,0.2064926306406657,0.10784025986989339
MixedShapesSmallTrain,1.5760067303975422,2.9416680097579957,0.03133285840352376,0.11383127371470134
OSULeaf,1.4366581122080484,5.750560053189596,0.08607412179311116,0.018104982376098634
Plane,0.4098060528437297,3.243842911720276,0.028159419695536297,0.005187551180521647
PowerCons,0.6877684672673543,4.861574371655782,0.04837889671325683,0.005875245730082194
ProximalPhalanxOutlineAgeGroup,1.010157012939453,9.162759971618652,0.11895760695139566,0.006811912854512533
ProximalPhalanxOutlineCorrect,1.4762584288915,13.760293579101562,0.2119478702545166,0.009034427007039388
ProximalPhalanxTW,1.0036498069763184,9.16167556444804,0.12482655048370361,0.011004916826883952
ScreenType,3.8590057134628295,8.7070783217748,0.12538290818532308,0.014847985903422038
SemgHandGenderCh2,8.51747019290924,7.4385529200236,0.08663645585378012,0.019208423296610513
SemgHandMovementCh2,13.076029920578003,10.748999389012655,0.14184285004933675,0.018740264574686687
SemgHandSubjectCh2,12.705246988932291,10.816719770431519,0.15873817602793375,0.020731488863627117
ShapesAll,4.631948486963908,18.226683656374615,0.3899594068527222,0.04814987182617188
SmoothSubspace,0.29985404809316,4.378775787353516,0.06784224510192871,0.009083104133605958
SwedishLeaf,1.6055528163909911,12.6747460603714,0.2819952170054118,0.04858504931131999
SyntheticControl,0.7535336414972941,7.603668085734049,0.09718883832295735,0.016194796562194823
Trace,0.6375821590423584,2.956027054786682,0.024795206387837727,0.004634563128153483
UWaveGestureLibraryX,4.4045393149058025,30.037613852818808,0.5373944600423177,0.19610722064971925
UWaveGestureLibraryY,4.539666056632996,30.230776739120483,0.557075556119283,0.20030848185221353
UWaveGestureLibraryZ,4.420155310630799,30.53091553846995,0.5666990280151367,0.20278223355611166
Worms,2.6947038968404136,5.33727703889211,0.06988722483317057,0.005392098426818847
WormsTwoClass,2.6081480503082277,4.8607718308766685,0.06951867739359538,0.0027965307235717773
