dataset,TIME_CREATION_FEATURES,TIME_PO_SELECTION,TIME_TRAIN_CLASSIFIER,TIME_TEST_CLASSIFIER
ACSF1,1.8614174048105876,1.7240066607793172,0.03408846855163574,0.0073401053746541345
ChlorineConcentration,2.001355775197347,8.239186970392863,0.18834959665934245,0.16476999123891195
Computers,2.86142041683197,4.14188973903656,0.08511675198872884,0.011236969629923503
CricketX,2.327389883995056,7.438615441322327,0.1292244513829549,0.0240902582804362
CricketY,2.339811166127523,7.706618062655131,0.14454882144927977,0.026021456718444823
CricketZ,2.320947043100993,7.529054093360901,0.14165165424346923,0.02613513469696045
DistalPhalanxOutlineAgeGroup,1.0264427979787192,7.349259233474731,0.13936316967010498,0.005865168571472168
DistalPhalanxOutlineCorrect,1.5015135526657104,10.581615471839905,0.23512564500172933,0.010560894012451172
DistalPhalanxTW,1.0271849552790324,7.501508824030558,0.14125159581502278,0.007651583353678385
Earthquakes,3.3533133983612062,5.430839045842489,0.10735234419504801,0.004429539044698079
ECG200,0.3502440611521403,1.567801022529602,0.027791579564412434,0.0036197662353515624
EOGHorizontalSignal,6.5304995695749914,6.728355614344279,0.1428330341974894,0.029407024383544922
EOGVerticalSignal,6.630549391110738,6.599334001541138,0.14945427576700845,0.031451662381490074
EthanolLevel,11.206906795501709,8.936843323707581,0.1906631072362264,0.023252201080322266
FaceAll,1.935410976409912,10.349000191688537,0.2358882188796997,0.07474139531453451
Fish,1.240086277325948,2.9835267384847004,0.06365733941396078,0.010155598322550455
FreezerRegularTrain,0.968502140045166,2.432736055056254,0.037864279747009275,0.08930168151855469
GunPointAgeSpan,0.4797819217046102,2.1313612540562947,0.03899492422739665,0.01308597723642985
GunPointMaleVersusFemale,0.47965939044952394,2.0877189954121906,0.0318806250890096,0.009849945704142252
GunPointOldVersusYoung,0.47278923988342286,2.2827043692270914,0.03622683684031169,0.011720514297485352
Ham,0.8119600137074788,1.6590000549952189,0.028059943517049154,0.003834033012390137
Haptics,2.2633427381515503,2.6499030272165935,0.05185583432515462,0.017391896247863768
InlineSkate,3.2541190226872763,1.753191105524699,0.03406973679860433,0.03761277198791504
InsectWingbeatSound,1.0132848819096882,3.8302668491999308,0.0804555336634318,0.11333319346110025
LargeKitchenAppliances,3.3771366437276202,6.555337810516358,0.1487382968266805,0.020014031728108724
MedicalImages,1.041842532157898,7.40801564057668,0.14815655549367268,0.05027157465616862
MiddlePhalanxOutlineAgeGroup,1.0103936433792113,7.451838850975037,0.14632117748260498,0.005520836512247721
MiddlePhalanxOutlineCorrect,1.487485376993815,10.668073113759359,0.2416863997777303,0.01076970895131429
MixedShapesRegularTrain,6.901004457473755,8.980308000246684,0.20803912480672201,0.10861183802286783
MixedShapesSmallTrain,1.5698694467544556,1.7766916513442994,0.030698482195536295,0.11068684260050456
OSULeaf,1.4211949348449706,3.3975350856781006,0.06767607529958089,0.015403660138448079
Plane,0.41067134539286293,1.8964997371037802,0.02914255460103353,0.00537568728129069
PowerCons,0.6877074559529622,2.8860218286514283,0.04996593793233236,0.00652476151784261
ProximalPhalanxOutlineAgeGroup,0.996739387512207,7.456450398763021,0.13606549898783366,0.006463011105855306
ProximalPhalanxOutlineCorrect,1.4732587496439615,10.653546436627705,0.2144921064376831,0.009793710708618165
ProximalPhalanxTW,1.0013578017552693,7.74879101117452,0.14631142616271972,0.012502225240071614
ScreenType,3.858218542734782,6.744968088467916,0.13154668013254803,0.015551551183064779
SemgHandGenderCh2,8.51124238173167,4.989745887120565,0.09631262620290121,0.022011168797810874
SemgHandMovementCh2,13.053715364138286,8.161499603589375,0.16422349611918133,0.02321932315826416
SemgHandSubjectCh2,12.70248729387919,8.238419262568156,0.15833342870076497,0.021949410438537598
ShapesAll,4.637007657686869,11.794815842310587,0.3839601437250773,0.04612634976704915
SmoothSubspace,0.30282158056894937,2.478372557957967,0.06277704238891602,0.007805554072062174
SwedishLeaf,1.6028072436650593,9.187586983044943,0.28702340920766195,0.05072650114695231
SyntheticControl,0.7423848787943522,5.225272210439046,0.0901777426401774,0.015524832407633464
Trace,0.6419696648915608,1.73463880221049,0.027950223286946616,0.004994734128316244
UWaveGestureLibraryX,4.413677024841308,19.43901731967926,0.5722432374954224,0.20273455778757732
UWaveGestureLibraryY,4.549763909975687,19.41948175430298,0.5767743508021037,0.20688815116882325
UWaveGestureLibraryZ,4.41117787361145,19.421882088979086,0.5555876731872559,0.19779823621114095
Worms,2.6882129351298016,3.0414573510487872,0.06976455052693685,0.005439376831054688
WormsTwoClass,2.602334411938985,2.9753636519114175,0.06456209023793538,0.002737251917521159
